ID,age,workclass,education,marital_status,occupation,relationship,race,sex,native_country,amount
291,26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
292,34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Taiwan, >50K
293,36, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female, United-States, >50K
294,22, Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States, <=50K
295,24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
296,77, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
297,22, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female, Mexico, <=50K
298,29, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
299,62, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
300,39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
301,43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
302,35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
303,29, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
304,76, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
305,63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
306,43, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
307,58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
308,66, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
309,41, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
310,26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
311,47, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
312,55, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
313,53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
314,17, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male, Mexico, <=50K
315,30, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
316,49, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
317,19, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male, Haiti, <=50K
318,45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
319,26, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
320,38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
321,36, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
322,33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
323,22, State-gov, Some-college, Never-married, Protective-serv, Own-child, Black, Female, United-States, <=50K
324,43, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
325,56, Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male, Iran, <=50K
326,31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
327,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
328,26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
329,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
330,46, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
331,38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
332,65, Private, 11th, Widowed, Other-service, Unmarried, Other, Male, United-States, <=50K
333,40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
334,42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
335,26, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, Portugal, <=50K
336,36, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
337,62, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
338,43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
339,43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
340,22, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male, United-States, <=50K
341,28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
342,56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
343,22, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
344,57, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
345,39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
346,26, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female, United-States, <=50K
347,17, Private, 11th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
348,40, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
349,45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
350,44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
351,20, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
352,33, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, <=50K
353,23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
354,46, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
355,38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
356,54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
357,46, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female, United-States, <=50K
358,25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
359,46, Private, Some-college, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
360,36, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female, United-States, <=50K
361,23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
362,29, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
363,44, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
364,19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
365,19, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
366,35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States, >50K
367,27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
368,46, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
369,34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
370,44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
371,45, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female, United-States, <=50K
372,25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
373,52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
374,20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
375,28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
376,50, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
377,34, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
378,28, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, Puerto-Rico, <=50K
379,41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
380,28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
381,46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
382,32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
383,41, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
384,24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States, <=50K
385,33, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
386,46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
387,31, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
388,35, Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, >50K
389,52, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico, <=50K
390,30, Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
391,34, Local-gov, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
392,34, State-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female, United-States, <=50K
393,20, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
394,17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
395,32, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
396,29, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
397,33, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female, United-States, <=50K
398,25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
399,36, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
400,23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, Dominican-Republic, <=50K
401,63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
402,47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
403,40, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
404,30, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female, United-States, >50K
405,27, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, Philippines, <=50K
406,33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
407,34, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male, United-States, <=50K
408,34, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female, United-States, <=50K
409,23, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
410,42, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
411,29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
412,45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
413,24, Federal-gov, HS-grad, Never-married, Armed-Forces, Own-child, White, Male, United-States, <=50K
414,44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
415,27, Private, 9th, Never-married, Craft-repair, Other-relative, White, Male, Mexico, <=50K
416,20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
417,44, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
418,51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
419,20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
420,19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female, United-States, <=50K
421,45, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
422,60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
423,44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
424,40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, United-States, >50K
425,30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
426,38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
427,23, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
428,44, Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
429,54, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
430,32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
431,50, Private, 1st-4th, Married-spouse-absent, Craft-repair, Unmarried, White, Male, United-States, <=50K
432,24, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
433,37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
434,52, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male, United-States, <=50K
435,38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
436,49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
437,30, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female, United-States, >50K
438,60, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male, United-States, >50K
439,35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
440,30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
441,67, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
442,46, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female, United-States, <=50K
443,17, Private, 9th, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
444,22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
445,27, Private, 10th, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
446,23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female, United-States, <=50K
447,33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, Portugal, <=50K
448,43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
449,28, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
450,41, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White, Female, United-States, <=50K
451,25, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Black, Female, United-States, <=50K
452,59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
453,45, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
454,38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
455,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
456,46, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
457,35, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
458,34, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
459,33, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
460,41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
461,20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
462,23, Private, 5th-6th, Never-married, Other-service, Own-child, White, Male, El-Salvador, <=50K
463,26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
464,23, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, Poland, <=50K
465,62, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
466,52, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
467,58, Private, Some-college, Divorced, Other-service, Unmarried, White, Female, France, <=50K
468,25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
469,24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States, <=50K
470,19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
471,43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
472,47, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
473,39, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
474,49, Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, United-States, <=50K
475,32, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
476,34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
477,28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
478,25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, United-States, <=50K
479,34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
480,38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
481,50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
482,24, Local-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K
483,37, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
484,44, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, >50K
485,28, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
486,42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
487,74, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
488,38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
489,44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
490,44, Private, 11th, Divorced, Machine-op-inspct, Unmarried, Other, Female, Puerto-Rico, <=50K
491,26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
492,36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
493,41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
494,67, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
495,39, Local-gov, 12th, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
496,57, Private, 1st-4th, Widowed, Priv-house-serv, Not-in-family, Black, Female, United-States, <=50K
497,29, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
498,31, Self-emp-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female, United-States, <=50K
499,44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
500,29, Private, Doctorate, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
501,30, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female, United-States, <=50K
502,27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
503,27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
504,32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K
505,58, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
506,35, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
507,21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
508,28, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
509,46, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
510,36, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Female, United-States, <=50K
511,72, Private, 11th, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
512,35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, United-States, <=50K
513,33, Federal-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, Black, Female, United-States, >50K
514,69, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
515,35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
516,34, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female, United-States, <=50K
517,30, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male, Mexico, <=50K
518,28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
519,54, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
520,47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
521,24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States, <=50K
522,52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
523,20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, United-States, <=50K
524,43, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
525,45, Private, 7th-8th, Separated, Other-service, Unmarried, White, Female, Mexico, <=50K
526,29, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
527,47, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Male, United-States, <=50K
528,24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
529,51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
530,17, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States, <=50K
531,37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
532,27, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
533,29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male, United-States, >50K
534,36, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
535,58, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
536,26, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
537,57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
538,59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
539,27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
540,31, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
541,21, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
542,29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
543,18, Private, 11th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
544,52, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
545,57, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
546,60, Private, 7th-8th, Never-married, Transport-moving, Not-in-family, White, Male, United-States, >50K
547,31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, Canada, >50K
548,23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
549,27, Private, HS-grad, Never-married, Sales, Own-child, White, Male, United-States, <=50K
550,42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
551,25, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
552,49, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
553,32, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
554,19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
555,60, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
556,42, Local-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
557,35, Self-emp-not-inc, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
558,48, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
559,51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
560,29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
561,36, Local-gov, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Male, United-States, <=50K
562,17, Private, 10th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
563,52, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
564,24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
565,24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
566,26, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
567,27, Private, Bachelors, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
568,39, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
569,30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
570,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
571,52, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
572,46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
573,23, Private, Bachelors, Never-married, Sales, Own-child, White, Female, United-States, <=50K
574,45, Private, 11th, Widowed, Other-service, Not-in-family, Black, Female, United-States, <=50K
575,65, Private, 9th, Widowed, Priv-house-serv, Unmarried, Black, Female, United-States, <=50K
576,29, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
577,47, Private, 9th, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, El-Salvador, <=50K
578,30, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male, United-States, <=50K
579,34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
580,38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
